alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1746814794.692,elite,10343.344962869,1717426099.1525,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,"Downtown Core",true,"Shenzhen Tencent Computer Systems Company Limited",1.28423,103.852,false,"Aceville Pte.ltd",false,"Central Singapore",success,Asia/Singapore,048616,1746322380,1746814794.692,19274,socks4,43.159.30.142:19274,true,1240.0081157684,569,88456,0.63914630721707,43.159.30.142
true,1746813896.425,elite,1093.8091172391,1738916580.3545,"AS55990 Huawei Cloud Service data center",HWCSNET,Shanghai,Asia,AS,China,CN,,true,"Huawei Cloud Service data center",31.2304,121.4737,false,"Huawei Cloud Service",true,Shanghai,success,Asia/Shanghai,,1746779637,1746814794.5052,9094,http,119.3.113.150:9094,false,802.14023590088,101748,3821,96.380566264718,119.3.113.150
true,1746710487.2318,elite,307.03247509334,1746169827.415,"AS16509 Amazon.com, Inc.",AMAZON-02,Mumbai,Asia,AS,India,IN,,true,"Amazon Technologies Inc.",19.076,72.8777,false,"AWS EC2 (ap-south-1)",false,Maharashtra,success,Asia/Kolkata,400001,1746774667,1746814791.5331,80,http,3.110.60.103:80,false,295.99475860596,11298,9,99.920403289997,3.110.60.103
true,1746814791.5322,anonymous,2745.4450167323,1730708075.9606,"AS4230 CLARO S.A.","CLARO S.A.",Teresina,"South America",SA,Brazil,BR,,false,"Claro S.A",-5.3051,-42.8502,false,"Telcabos - Telecomunicações e Informática",true,Piauí,success,America/Fortaleza,64000,1746575858,1746814791.5322,80,http,189.22.234.37:80,false,1712.7463817596,101685,99819,50.463018103859,189.22.234.37
true,1746813596.3373,elite,1619.411957558,1746737150.661,"AS45899 VNPT Corp",VNPT-AS-VN,"Bắc Giang",Asia,AS,Vietnam,VN,,false,VNPT,21.2749,106.1933,false,"Vietnam Posts and Telecommunications Group",false,"Bắc Giang Province",success,Asia/Bangkok,230000,1746737152,1746814791.2856,8080,http,113.183.72.12:8080,false,648.35715293884,1054,341,75.555555555556,113.183.72.12
true,1746814790.6915,elite,1412.0059922831,1710545082.433,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Atlanta,"North America",NA,"United States",US,"Perimeter Center",false,"Cox Communications Inc.",33.9149,-84.3446,false,"Cox Communications",true,Georgia,success,America/New_York,30319,1746713193,1746814790.6915,4145,socks4,98.170.57.249:4145,true,873.77858161926,136475,343025,28.461939520334,98.170.57.249
true,1746814645.2008,elite,2050.9447798532,1710634251.4411,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Alibaba Cloud (Singapore) Private Limited",1.35208,103.82,false,"Alibaba.com Singapore E-Commerce Private Limited",true,"North West",success,Asia/Singapore,858877,1746575626,1746814790.2995,80,http,8.219.97.248:80,false,2565.2284622192,406543,151896,72.799893990212,8.219.97.248
true,1746814581.225,elite,1819.6832853205,1744937121.1985,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1746232697,1746814789.6388,25855,http,72.10.160.171:25855,false,881.07299804688,51,12199,0.41632653061224,72.10.160.171
true,1746814788.8022,elite,3106.7322795976,1744957743.6794,"AS138915 Kaopu Cloud HK Limited",KAOPU-HK,Dubai,Asia,AS,"United Arab Emirates",AE,,false,"Kaopu Cloud HK Limited",25.0734,55.2979,false,KAOPUCLOUD-ARE,true,Dubai,success,Asia/Dubai,,1746776124,1746814788.8022,8080,http,38.54.9.151:8080,false,2244.500875473,668,28201,2.31390072396,38.54.9.151
true,1746814788.4665,elite,2397.9230507889,1744920753.2,"AS214415 Nebius B.V.",NebiusPA10,Paris,Europe,EU,France,FR,,false,"Nebius B.V",48.8558,2.3494,false,"Nebius B.V",false,Île-de-France,success,Europe/Paris,75000,1746735239,1746814788.4665,3128,http,66.201.7.151:3128,false,1077.3875713348,16453,13873,54.253775638066,66.201.7.151
true,1746814788.3197,elite,5168.3786842913,1734274700.8142,"AS8100 QuadraNet Enterprises LLC",ASN-QUADRANET-GLOBAL,"Los Angeles","North America",NA,"United States",US,,true,"QuadraNet Enterprises LLC",34.0544,-118.244,false,QuadraNet,true,California,success,America/Los_Angeles,90060,1746386071,1746814788.3197,3428,http,104.223.103.220:3428,false,2661.5977287292,4106,26005,13.636212679752,104.223.103.220
true,1746814787.3079,elite,4126.0200382149,1733324554.4854,"AS57494 Adman LLC",ADMAN-AS,Tashkent,Asia,AS,Uzbekistan,UZ,,true,"Adman LLC",41.2615,69.2177,false,"TimeWeb Ltd",true,Tashkent,success,Asia/Tashkent,,1746386515,1746814787.3079,8118,http,45.153.68.53:8118,false,3595.2334403992,1096,42503,2.5138191242918,45.153.68.53
true,1746814786.9306,elite,6768.3458868255,1745913227.2737,"AS399077 Tcloudnet",TERAEXCH,"Hong Kong",Asia,AS,"Hong Kong",HK,,false,Tcloudnet,22.3193,114.169,false,"Tcloudnet, Inc",false,Kowloon,success,Asia/Hong_Kong,999077,1746521332,1746814786.9306,8118,http,156.251.62.57:8118,false,2915.1892662048,936,14563,6.0390992967288,156.251.62.57
true,1746808194.5005,elite,86.356805822703,1746516961.6569,"AS197540 netcup GmbH",netcup-AS,Nuremberg,Europe,EU,Germany,DE,,true,"netcup GmbH",49.4423,11.0191,false,"netcup GmbH",false,Bavaria,success,Europe/Berlin,90431,1746516961,1746814786.5192,80,http,89.58.55.193:80,false,33.22958946228,5371,8,99.851273470905,89.58.55.193
true,1746814786.0912,elite,2145.4764737023,1746527440.8198,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1746669341,1746814786.0912,13087,http,67.43.228.252:13087,false,890.0408744812,9,2095,0.4277566539924,67.43.228.252
true,1746814785.9729,elite,1163.421993808,1745038065.4933,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"North Bergen","North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.7964,-74.0203,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07047,1746247693,1746814785.9729,80,http,198.199.86.11:80,false,3379.546880722,11135,17756,38.541414281264,198.199.86.11
true,1746814760.9211,transparent,5103.4504949654,1745264805.4369,"AS270176 WIFIMAX CONNECTION S.A.S DE C.V","WIFIMAX CONNECTION S.A.S DE C.V","Doctor Mora","North America",NA,Mexico,MX,,false,"Wifimax Connection S.a.s De C.V",21.1429,-100.36,false,"Wifimax Connection",false,Guanajuato,success,America/Mexico_City,37960,1746474580,1746814785.6545,999,http,89.213.106.253:999,false,444.20623779297,6531,19336,25.248385974408,89.213.106.253
true,1746814785.5874,elite,3138.1182761724,1744411456.7592,"AS138915 Kaopu Cloud HK Limited",KAOPU-HK,Dubai,Asia,AS,"United Arab Emirates",AE,,false,"Kaopu Cloud HK Limited",25.0734,55.2979,false,KAOPUCLOUD-ARE,true,Dubai,success,Asia/Dubai,,1746226034,1746814785.5874,20000,http,38.54.9.151:20000,false,2312.557220459,968,34441,2.7337682510096,38.54.9.151
true,1746814784.7892,transparent,5696.0144478541,1746663332.2667,"AS202561 High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.",highspeed,Antakya,Asia,AS,Türkiye,TR,,false,"High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.",36.2073,36.1619,false,"High Speed Telekomunikasyon VE Haberlesme Hizmetleri Ltd. STI",false,Hatay,success,Europe/Istanbul,31030,1746663332,1746814784.7892,8085,http,188.132.221.126:8085,false,7492.7327632904,312,2430,11.378555798687,188.132.221.126
true,1746814783.7812,anonymous,2741.5551669906,1730715699.3195,"AS4230 CLARO S.A.","CLARO S.A.",Teresina,"South America",SA,Brazil,BR,,false,"Claro S.A",-5.3051,-42.8502,false,"Telcabos - Telecomunicações e Informática",true,Piauí,success,America/Fortaleza,64000,1746575903,1746814783.7812,80,http,189.22.234.40:80,false,1734.5430850983,100977,100407,50.141520676916,189.22.234.40
true,1746814576.6006,elite,4948.5569983989,1710543963.6749,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Alibaba.com LLC",50.1169,8.6837,false,ALICLOUD-GM,true,Hesse,success,Europe/Berlin,60313,1746575966,1746814783.7495,3128,http,47.91.65.23:3128,false,209.64694023132,315316,244074,56.367829242568,47.91.65.23
true,1746814783.6106,elite,654.66502024667,1744266386.4091,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,"Hetzner Online GmbH",false,Uusimaa,success,Europe/Helsinki,00201,1746685828,1746814783.6106,80,http,95.216.148.196:80,false,175.97913742065,19632,18661,51.26785574387,95.216.148.196
true,1746814783.4971,elite,966.03676641504,1696983091.0548,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Chicago,"North America",NA,"United States",US,,false,"Cox Communications Inc.",41.8781,-87.6298,false,"Cox Communications Inc.",true,Illinois,success,America/Chicago,60666,1746577004,1746814783.4971,4145,socks4,174.64.199.79:4145,true,3970.1142311096,150539,269556,35.834513621919,174.64.199.79
true,1746814610.8467,elite,2966.3136130885,1746204968.3141,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1746525941,1746814783.4,24911,http,67.43.236.21:24911,false,857.98978805542,19,3486,0.54208273894437,67.43.236.21
true,1746814419.383,transparent,2387.1173140263,1746801353.2683,"AS49505 JSC Selectel",SELECTEL,"St Petersburg",Europe,EU,Russia,RU,,true,"JSC Selectel",59.9417,30.3096,false,,false,St.-Petersburg,success,Europe/Moscow,195213,1746801353,1746814783.3286,52004,http,95.213.217.168:52004,false,2378.4537315369,229,9,96.218487394958,95.213.217.168
true,1746814782.7608,elite,1810.4992830976,1697036938.6316,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Chicago,"North America",NA,"United States",US,,false,"Cox Communications Inc.",41.8781,-87.6298,false,"Cox Communications",true,Illinois,success,America/Chicago,60666,1746576497,1746814782.7608,4145,socks4,184.181.217.201:4145,true,3791.9726371765,130021,316684,29.106681143036,184.181.217.201
true,1746814782.7592,elite,10262.855166058,1721985594.6534,,,,,,,,,,,,,,,,,,,,,1746814782.7592,9069,socks4,251.121.225.139:9069,true,813.37642669678,430,90071,0.47513287145998,251.121.225.139
true,1746814782.7549,elite,7259.0741488635,1711871223.1033,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,Pioneer,true,"DigitalOcean, LLC",1.32123,103.695,false,"DigitalOcean, LLC",true,"South West",success,Asia/Singapore,627753,1746602800,1746814782.7549,56001,socks4,128.199.165.63:56001,true,793.84875297546,3574,142379,2.4487334963995,128.199.165.63
true,1746814782.5592,elite,229.09982576966,1745894850.6469,"AS49981 WorldStream",WorldStream,Naaldwijk,Europe,EU,"The Netherlands",NL,,true,"WorldStream B.V.",51.9968,4.2057,false,"WorldStream B.V",false,"South Holland",success,Europe/Amsterdam,2671,1746499686,1746814782.5592,80,http,190.2.143.81:80,false,44.790267944336,10882,3511,75.606197457097,190.2.143.81
true,1746814781.7377,elite,8224.814693133,1740424170.854,"AS12741 Netia SA",AS-NETIA,"Strzelce Opolskie",Europe,EU,Poland,PL,,false,"Netia SA",50.5129,18.2903,false,"Netia Telekom SA",false,"Opole Voivodeship",success,Europe/Warsaw,47-100,1746801572,1746814781.7377,4145,socks4,81.210.36.106:4145,true,10689.772844315,24,5924,0.4034969737727,81.210.36.106
true,1746814781.4698,elite,1128.8356201677,1738916595.2762,"AS55990 Huawei Cloud Service data center",HWCSNET,Shanghai,Asia,AS,China,CN,,true,"Huawei Cloud Service data center",31.2304,121.4737,false,"Huawei Cloud Service",true,Shanghai,success,Asia/Shanghai,,1746779666,1746814781.4698,9094,http,119.3.113.152:9094,false,2640.6669616699,102260,3516,96.67599455453,119.3.113.152
true,1746814780.3999,transparent,5456.2921285629,1746803019.5497,"AS132199 Globe Telecom Inc.",GLOBE-MOBILE-5TH-GEN-AS,"Cabanatuan City",Asia,AS,Philippines,PH,,false,"Globe Telecom",15.4903,120.9682,true,,false,"Central Luzon",success,Asia/Manila,3100,1746804457,1746814780.3999,8088,http,180.191.14.156:8088,false,10230.915307999,20,170,10.526315789474,180.191.14.156
true,1746814780.276,transparent,5710.7006206358,1745962615.1761,"AS37284 Aljeel Aljadeed For Technology",Aljeel-net,Darnah,Africa,AF,Libya,LY,,false,"Aljeel Aljadeed For Technology",32.7611,22.6402,false,Connect,false,Darnah,success,Africa/Tripoli,,1746567655,1746814780.276,9999,http,165.16.3.210:9999,false,1334.9504470825,1112,13656,7.5297941495125,165.16.3.210
true,1746814779.8149,elite,2824.9710138562,1740517944.8783,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1746605779,1746814779.8149,13345,http,67.43.236.18:13345,false,511.79766654968,103,28766,0.35678409366448,67.43.236.18
true,1746814779.5337,transparent,6682.6395501193,1724432208.9577,"AS265587 HULUX TELECOMUNICACIONES","HULUX TELECOMUNICACIONES",Actopan,"North America",NA,Mexico,MX,,false,"Hulux Telecomunicaciones",20.3152,-98.8867,false,"Erik Tovar Juarez",false,Hidalgo,success,America/Mexico_City,42500,1746391669,1746814779.5337,999,http,201.77.96.0:999,false,4508.8436603546,11153,24428,31.345380961749,201.77.96.0
true,1746808207.6747,elite,394.53625258366,1725130328.4036,"AS197540 netcup GmbH",netcup-AS,Nuremberg,Europe,EU,Germany,DE,,true,"netcup GmbH",49.4423,11.0191,false,NETCUP-GMBH,true,Bavaria,success,Europe/Berlin,90431,1746386545,1746814779.529,80,http,188.68.52.244:80,false,67.842483520508,26811,10445,71.964247369551,188.68.52.244
true,1746814765.8427,elite,983.76208228461,1696986401.9455,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Total Server Solutions L.L.C.",33.755,-84.3896,false,"Sharktek Consulting LLC",true,Georgia,success,America/New_York,30303,1746550907,1746814779.5047,18765,socks4,192.111.137.34:18765,true,886.97052001953,144788,327929,30.628896358709,192.111.137.34
true,1746814779.4775,elite,842.5279607777,1742358330.2503,"AS209638 Parsian Technology Innovative Solution Co., PJS.",PTCO,Tehran,Asia,AS,Iran,IR,"District 7",false,"Parsian Technology Innovative Solution Co., PJS.",35.7176,51.4449,false,"Parsian Technology Innovative Solution Co., PJS",true,Tehran,success,Asia/Tehran,,1746592282,1746814779.4775,80,http,80.249.112.166:80,false,1204.8952579498,50225,10911,82.152904998691,80.249.112.166
true,1746814779.3648,elite,6869.5942975261,1746102228.2549,"AS45899 VNPT Corp",VNPT-AS-VN,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,VNPT,10.822,106.6257,false,"Vietnam Posts and Telecommunications Group",false,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1746361380,1746814779.3648,2953,http,14.224.174.168:2953,false,1925.7290363312,163,4949,3.1885758998435,14.224.174.168
true,1746814778.8402,transparent,6339.8616283513,1729100302.2787,"AS265684 INFINITUM S.A.","INFINITUM S.A.","Guatemala City","North America",NA,Guatemala,GT,,false,"Inversiones Grajeda Andrade S.A",14.6419,-90.5133,false,"Inversiones Grajeda Andrade S.A",true,Guatemala,success,America/Guatemala,01014,1746640882,1746814778.8402,999,http,45.5.116.144:999,false,7271.5380191803,18891,220650,7.8863326111188,45.5.116.144
true,1746814738.6462,transparent,5775.8051698414,1742374173.8823,"AS31655 Gamma Telecom Holdings Ltd",ASN-GammaTelecom,Pudsey,Europe,EU,"United Kingdom",GB,,false,"Gamma Telecom Holdings Ltd",53.7954,-1.66134,false,"Gamma Telecom Limited",true,England,success,Europe/London,LS13,1746608058,1746814776.9922,8080,http,157.125.220.80:8080,false,5994.89402771,5368,55539,8.8134368791764,157.125.220.80
true,1746814776.9632,elite,6830.9542675777,1745717686.5511,"AS399077 Tcloudnet",TERAEXCH,"Hong Kong",Asia,AS,"Hong Kong",HK,,false,Tcloudnet,22.3193,114.169,false,"Tcloudnet, Inc",false,Kowloon,success,Asia/Hong_Kong,999077,1746325461,1746814776.9632,8118,http,156.251.62.54:8118,false,1789.276599884,1106,17683,5.8864229070201,156.251.62.54
true,1746814776.8309,transparent,6522.1734283422,1710577954.4618,"AS151006 PT Nesta Indo Media",IDNIC-NIMNET-AS-ID,Ungaran,Asia,AS,Indonesia,ID,,false,"PT Nesta Indo Media",-7.1418,110.4016,false,,true,"Central Java",success,Asia/Jakarta,50511,1746773299,1746814776.8309,8080,http,103.217.224.201:8080,false,4673.0871200562,44315,483268,8.3996262199502,103.217.224.201
true,1746814737.9514,elite,221.69274832616,1745859000.9603,"AS49981 WorldStream",WorldStream,Naaldwijk,Europe,EU,"The Netherlands",NL,,true,"WorldStream B.V.",51.9968,4.2057,false,"WorldStream B.V",false,"South Holland",success,Europe/Amsterdam,2671,1746463890,1746814775.9913,8080,http,190.2.143.81:8080,false,47.142505645752,11457,3547,76.359637430019,190.2.143.81
true,1746814748.3623,elite,5640.3701601227,1730701215.7848,"AS393886 Leaseweb USA, Inc.",LEASEWEB-USA-MIA,Miami,"North America",NA,"United States",US,,true,"Leaseweb USA, Inc.",25.7701,-80.1928,false,"Leaseweb USA, Inc",true,Florida,success,America/New_York,33197,1746575521,1746814775.6811,80,http,23.82.137.161:80,false,2624.4509220123,57824,164535,26.004794049263,23.82.137.161
true,1746814775.6716,elite,4377.7809871568,1745190540.4968,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1746476540,1746814775.6716,13603,socks4,43.130.47.112:13603,true,1379.7426223755,36,8807,0.40710166233179,43.130.47.112
true,1746814775.5887,transparent,7453.9536672319,1732577107.7031,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,Binjai,Asia,AS,Indonesia,ID,,false,"PT. TELKOM INDONESIA",3.6031,98.4795,false,,true,"North Sumatra",success,Asia/Jakarta,20712,1746575609,1746814775.5887,8080,http,110.137.24.126:8080,false,7351.5000343323,16541,174944,8.6382745384756,110.137.24.126
true,1746814775.2938,elite,301.66638890744,1745116794.8531,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,Hetzner,false,Uusimaa,success,Europe/Helsinki,00201,1746326421,1746814775.2938,8888,http,65.21.52.41:8888,false,177.27756500244,12578,15328,45.072744212714,65.21.52.41
true,1746814775.2855,transparent,6286.3284496757,1745992145.3141,"AS27951 Media Commerce Partners S.A","Media Commerce Partners S.A",Monterrey,"South America",SA,Colombia,CO,,false,"Media Commerce Partners S.A",4.87657,-72.8928,false,"DRG SOLUCIONES",false,"Casanare Department",success,America/Bogota,855010,1746598205,1746814775.2855,999,http,168.90.13.33:999,false,6176.3949394226,1230,12732,8.8096261280619,168.90.13.33
true,1746814774.8783,elite,5746.008011658,1746217126.2222,"AS24086 Viettel Corporation",VIETTEL-AS-VN,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,"Viettel Corporation",10.822,106.6257,false,"Viettel Group",false,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1746217805,1746814774.8783,10125,http,116.108.209.75:10125,false,4476.1335849762,2778,7711,26.484888931261,116.108.209.75
true,1746814763.3108,elite,3622.1632018039,1710728566.0874,"AS36236 NetActuate, Inc",NETACTUATE,"West Hollywood","North America",NA,"United States",US,Central-Alameda,true,"NetActuate, Inc",34.0881,-118.379,false,"Host Virtual, Inc",true,California,success,America/Los_Angeles,90069,1746585529,1746814774.4324,80,http,192.73.244.36:80,false,10604.818582535,351572,198630,63.898713563382,192.73.244.36
true,1746814774.4107,transparent,5803.7480369845,1745933721.1265,"AS273048 WIMAS, S.R.L.","WIMAS, S.R.L.",Maimón,"North America",NA,"Dominican Republic",DO,,false,"WIMAS, S.R.L.",18.9008,-70.2839,false,"Wimas S.R.L",false,"Provincia de Monseñor Nouel",success,America/Santo_Domingo,42000,1746539569,1746814774.4107,999,http,38.253.86.79:999,false,2544.8842048645,399,14433,2.6901294498382,38.253.86.79
true,1746814703.3191,transparent,3078.8912597029,1710544182.8657,"AS20485 Joint Stock Company TransTeleCom",TRANSTELECOM,Drezna,Europe,EU,Russia,RU,,false,TRANS-TELECOM,55.7424,38.8442,false,,true,"Moscow Oblast",success,Europe/Moscow,142660,1746575597,1746814774.3323,3128,http,62.33.53.248:3128,false,5885.635137558,203865,253505,44.573321380939,62.33.53.248
true,1746814774.2281,transparent,6648.4526743403,1746082678.246,"AS64300 PT JARINGANKU SARANA NUSANTARA",JSN-AS-ID,Pati,Asia,AS,Indonesia,ID,,false,"PT JARINGANKU SARANA NUSANTARA",-8.2092,127.8515,false,"PT Jaringanku Sarana Nusantara Pati",false,Maluku,success,Asia/Jayapura,59152,1746691172,1746814774.2281,8080,http,103.13.205.27:8080,false,7317.8658485413,559,12099,4.4161794912308,103.13.205.27
true,1746814773.4884,elite,5930.4689734075,1722102031.0952,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Bangkok,Asia,AS,Thailand,TH,,true,"Alibaba (US) Technology Co., Ltd.",13.7499,100.517,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Bangkok,success,Asia/Bangkok,10200,1746504611,1746814773.4884,8008,socks4,8.213.215.187:8008,true,11213.208436966,1872,170051,1.0888595475882,8.213.215.187
true,1746814773.3865,elite,5874.9961686689,1746626617.2204,"AS7552 Viettel Group",VIETEL-AS-AP,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,VIETELmetro,10.822,106.6257,false,,false,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1746792690,1746814773.3865,10008,http,115.72.34.79:10008,false,6334.8093032837,86,780,9.9307159353349,115.72.34.79
true,1746814773.201,elite,10737.367557443,1739809709.6308,,,Nairobi,Africa,AF,Kenya,KE,"Spring Valley Estate",false,SFC,-1.25909,36.7858,true,"Safaricom Limited",false,"Nairobi County",success,Africa/Nairobi,00100,1746666696,1746814773.201,1080,socks4,105.57.55.183:1080,true,13996.425390244,23,8541,0.26856609061186,105.57.55.183
true,1746814772.9287,elite,10553.933655455,1718690929.1486,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Guangzhou,Asia,AS,China,CN,,false,Chinanet,23.1317,113.266,false,"Chinanet GD",false,Guangdong,success,Asia/Shanghai,510000,1746684411,1746814772.9287,1337,socks4,183.34.115.133:1337,true,18242.934942245,470,81883,0.57071387806152,183.34.115.133
true,1746814772.7198,transparent,3136.2035781036,1746736852.9114,"AS24863 Link Egypt (Link.NET)",LINKdotNET-AS,Cairo,Africa,AF,Egypt,EG,,false,"Link Egypt (Link.NET)",30.0507,31.2489,true,,false,"Cairo Governorate",success,Africa/Cairo,,1746736863,1746814772.7198,8080,http,197.165.238.29:8080,false,311.50674819946,274,1128,19.543509272468,197.165.238.29
true,1746814772.6761,elite,1960.2969309003,1738148905.7116,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Alibaba (US) Technology Co., Ltd.",1.35208,103.82,false,"Alibaba.com LLC",true,"North West",success,Asia/Singapore,858877,1746617147,1746814772.6761,80,http,47.245.117.43:80,false,1033.9510440826,21627,90323,19.318445734703,47.245.117.43
true,1746814653.0051,elite,1309.3204198616,1738914911.4866,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Haikou,Asia,AS,China,CN,,false,Chinanet,20.0442,110.2,false,"Hainan TELECOM",true,Hainan,success,Asia/Shanghai,570000,1746778188,1746814772.6399,5224,http,218.77.183.214:5224,false,800.34637451172,103922,1859,98.242595551186,218.77.183.214
true,1746814772.5578,elite,3530.7126431852,1733598147.8853,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1746257915,1746814772.5578,17551,socks4,72.10.160.172:17551,true,1256.2048435211,111,27031,0.4089602829563,72.10.160.172
true,1746814772.4123,transparent,7499.2193443833,1733863269.6562,"AS265629 FIBERNET",FIBERNET,Sabanagrande,"South America",SA,Colombia,CO,,false,AGIS,4.67135,-74.1619,false,FiberComm,true,"Bogota D.C.",success,America/Bogota,110921,1746389936,1746814772.4123,8080,http,209.14.98.6:8080,false,4992.4807548523,4616,25309,15.425229741019,209.14.98.6
true,1746814772.3636,transparent,6533.6698860108,1746028627.9452,"AS17557 Pakistan Telecommunication Company Limited",PKTELECOM-AS-PK,Islamabad,Asia,AS,Pakistan,PK,"H 9/1",false,"Pakistan Telecommuication company limited",33.6648,73.0419,false,,false,Islamabad,success,Asia/Karachi,44000,1746634050,1746814772.3636,8080,http,221.120.248.85:8080,false,11227.762937546,1006,12418,7.4940405244338,221.120.248.85
true,1746814771.9353,transparent,7473.4721451509,1745263637.0307,"AS3132 Red Cientifica Peruana","Red Cientifica Peruana",Lima,"South America",SA,Peru,PE,,false,"Red Cientifica Peruana",-12.046,-77.0305,false,"Red Cientifica Peruana",false,"Lima Province",success,America/Lima,,1746475392,1746814771.9353,999,http,209.45.19.1:999,false,6235.0518703461,1220,24549,4.734370755559,209.45.19.1
true,1746814771.9121,transparent,6192.6275386367,1746708129.3743,"AS64300 PT JARINGANKU SARANA NUSANTARA",JSN-AS-ID,"Muara Enim",Asia,AS,Indonesia,ID,,false,"Jaringanku Sarana Nusantara",-3.6486,103.771,false,,false,"South Sumatra",success,Asia/Jakarta,,1746708495,1746814771.9121,8080,http,103.80.81.224:8080,false,4946.0341930389,215,1711,11.16303219107,103.80.81.224
true,1746814771.8114,transparent,6280.5377957171,1745262110.3651,"AS14117 Telefonica del Sur S.A.","Telefonica del Sur S.A.","Port Montt","South America",SA,Chile,CL,,false,"Telefonica del Sur S.A.",-41.4709,-72.9436,false,"Telefonica del Sur S.A",false,"Los Lagos Region",success,America/Santiago,,1746472356,1746814771.8114,999,http,179.56.198.22:999,false,797.30486869812,1729,24151,6.6808346213292,179.56.198.22
true,1746814771.4064,elite,4853.3362204678,1746032874.892,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Shijiazhuang,Asia,AS,China,CN,,false,Chinanet,38.036,114.4654,false,"Chinanet HE",false,Hebei,success,Asia/Shanghai,,1746637701,1746814771.4064,7890,http,106.117.208.101:7890,false,10321.950912476,8664,4918,63.790310705345,106.117.208.101
